indicator,type,category,severity,brand,ip,ip_country,is_cloudflare,server_fp,favicon_mmh3,registered_at,title,groq_desc,form_labels,registrar,source
ma-chancecasino.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,-681206735,2026-02-06,MaChance Casino | Sito ufficiale del casinò online in Italia,Official site for online casino in Italy,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ma-chancecasino.org,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,-681206735,2026-02-06,Machance Casino Online | Ma Chance Login e Registrazione in Italia,Online casino login and registration in Italy,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
madefex.com,domain,GAMBLING,MEDIUM,Madefex,188.114.97.3,,True,811e0897f489,,2026-04-16,Madefex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s Official Crypto Casino Powered by Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
madnix-casino2.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,-1353841256,2026-05-27,Madnix Casino - Profitez d'un Bonus de 150% !,Online casino with a bonus of 150%,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casino-france1.com,domain,GAMBLING,MEDIUM,Mafia Casino,172.67.160.12,,True,0ab5f121ab0d,-1025495395,2026-04-16,Mafia Casino France | 150 % jusqu'à 500 € + 50 tours gratuits,Online casino with a bonus of 150% and 50 free spins,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casino-france2.com,domain,GAMBLING,MEDIUM,Mafia Casino,104.21.24.19,,True,0ab5f121ab0d,,2026-04-16,Mafia Casino France | 150 % jusqu'à 500 € + 50 tours gratuits,Online casino with a bonus of 150% and 50 free spins,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casino-slot.com,domain,GAMBLING,MEDIUM,Casino,172.67.128.217,,True,0ab5f121ab0d,,2026-04-10,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casino-slot2.com,domain,GAMBLING,MEDIUM,Mafia Casino,188.114.97.3,,True,0ab5f121ab0d,1917387830,2026-04-16,Mafia Casino casino en ligne francophone à découvrir,Online casino with slots,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casino3.com,domain,GAMBLING,MEDIUM,Mafia Casino,,,True,0ab5f121ab0d,449906959,2026-03-24,Mafia Casino Australia | 100% up to $750 and 200 Free Spins,Online casino with a bonus of 100% up to $750 and 200 free spins,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casinos-enligne.com,domain,GAMBLING,MEDIUM,Mafia Casino,,,True,811e0897f489,,2026-04-09,"Mafia Casino : 11 300 jeux, bonus & plus !","Online casino with 11,300 games and a bonus",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casinos-france.com,domain,GAMBLING,MEDIUM,Mafia Casino,,,True,811e0897f489,-204257511,2026-04-09,"Mafia Casino 2026 – Bonus 500€ + 200 tours gratuits, 11 300 jeux sous licence Anjouan","Online casino with a bonus of 500€ + 200 free spins and 11,300 games",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mafia-casinos2.com,domain,GAMBLING,MEDIUM,Mafia Casino,104.21.36.211,,True,0ab5f121ab0d,1917387830,2026-04-06,Mafia Casino | Bonus en ligne pour joueurs français,Online casino with a bonus and slots,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
magneticslots-casinos.org,domain,GAMBLING,MEDIUM,Magneticslots,104.21.49.220,,True,0ab5f121ab0d,,2026-03-30,Magneticslots Offizielle Seite ᐉ Bis zu 1500 € + 250 FS,Online casino with a bonus of up to 1500€ + 250 FS,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
maintoto911.com,domain,GAMBLING,MEDIUM,TOTO911,92.243.74.3,SG,True,811e0897f489,,2026-05-13,TOTO911: Situs Toto & Bandar Togel Online Resmi Terpercaya,Online toto and togel platform,password,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
malawiaviator.com,domain,GAMBLING,MEDIUM,Aviator Bet,172.67.204.91,,True,811e0897f489,,2026-04-21,"Aviator Bet Malawi: How It Works, Mobile Play & Beginner Guide",Aviator bet in Malawi with a mobile play and beginner guide,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
manekispin-casino.net,domain,GAMBLING,MEDIUM,Manekispin Casino,188.114.96.3,,True,811e0897f489,-1599350115,2026-04-14,Manekispin Casino | Online Slots & Live Casino,Online slots and live casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mantle-bridge.org,domain,GAMBLING,MEDIUM,,172.67.197.168,,True,811e0897f489,,2026-04-13,Mantle Bridge — Mantle Official Bridge,Possible gambling website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis-canli.icu,domain,GAMBLING,MEDIUM,Marsbahis,188.114.97.3,,True,811e0897f489,,2026-06-04,Just a moment...,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis-girismobil.icu,domain,GAMBLING,MEDIUM,Marsbahis,188.114.97.3,,True,811e0897f489,,2026-06-04,Just a moment...,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis-guncelkazan.icu,domain,GAMBLING,MEDIUM,Marsbahis,172.67.163.149,,True,811e0897f489,,2026-06-04,Just a moment...,Gaming website with security verification,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis-guven.icu,domain,GAMBLING,MEDIUM,Marsbahis,188.114.96.3,,True,811e0897f489,,2026-06-04,Just a moment...,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis-mobilvip.icu,domain,GAMBLING,MEDIUM,Marsbahis,188.114.97.3,,True,811e0897f489,,2026-06-04,Default Web Site Page,Gaming website with hosting issue,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis11334.com,domain,GAMBLING,MEDIUM,Marsbahis,31.56.209.130,IR,False,d3e2b35cbe58,,2026-06-02,Marsbahis,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsbahis1982.com,domain,GAMBLING,MEDIUM,Marsbahis,,,False,d3e2b35cbe58,1120884428,2026-05-21,Marsbahis,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marvel-casino.app,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,a91751295583,0,2026-02-13,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
matadorrbet1.com,domain,GAMBLING,MEDIUM,,212.224.125.150,DE,False,d8c33640a2fc,,2026-05-24,403 Forbidden,"Online gambling platform, potentially operating without proper licenses.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
matbetturkiyegiris.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-03-31,matbetturkiyegiris.com | 520: Web server is returning an unknown error,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mateslotscasino-au.com,domain,GAMBLING,MEDIUM,MateSlots,172.67.161.36,,True,0ab5f121ab0d,-1106351492,2026-03-17,MateSlots Casino Australia | Play Top Pokies & Live Games Online,Online casino with various games and promotions,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
matodorbet1105.com,domain,GAMBLING,MEDIUM,,212.224.125.150,DE,False,d8c33640a2fc,,2026-05-08,403 Forbidden,"Online gambling platform, potentially operating without proper licenses.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
matodorbet1106.com,domain,GAMBLING,MEDIUM,,84.200.16.206,DE,False,d8c33640a2fc,,2026-05-13,403 Forbidden,"Online gambling platform, potentially operating without proper licenses.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mellwin.app,domain,GAMBLING,MEDIUM,Mellstroy,194.145.208.129,NL,False,817f1b9e43f9,-1562122642,2026-05-04,Mellstroy Casino — Официальное онлайн‑казино от Меллстроя,Official online casino from Mellstroy,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
merit-kingoyun.com,domain,GAMBLING,MEDIUM,,188.114.97.3,,True,811e0897f489,,2026-06-06,Index of /,Index of /,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meritbet795.com,domain,GAMBLING,MEDIUM,,,,True,811e0897f489,,2026-03-19,Attention Required! | Cloudflare,Attention Required! | Cloudflare,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meritbetturkiyeresmi.com,domain,GAMBLING,MEDIUM,,104.21.39.108,,True,811e0897f489,,2026-03-04,Attention Required! | Cloudflare,Attention Required! | Cloudflare,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meritbetyeniresmiadres.com,domain,GAMBLING,MEDIUM,,188.114.97.3,,True,811e0897f489,,2026-03-17,Just a moment...,Just a moment...,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meritking-hemenulas.com,domain,GAMBLING,MEDIUM,,172.67.210.254,,True,811e0897f489,,2026-06-04,Index of /,Index of /,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
millionz1-casino.com,domain,GAMBLING,MEDIUM,Millionz,172.67.196.79,,True,0ab5f121ab0d,173216175,2026-03-04,Millionz Casino France : Bonus 1000€ + 50 FS sans Wager,Online casino with bonus and promotions,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
minagex.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,811e0897f489,,2026-04-15,Minagex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s Official Crypto Casino Powered by Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mister-caz-casino.com,domain,GAMBLING,MEDIUM,Casino,172.67.204.27,,True,0ab5f121ab0d,,2026-04-09,"Mafia Casino France : avis, bonus et sécurité","Mafia Casino France : avis, bonus et sécurité",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mobilbet.app,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,811e0897f489,,2026-04-08,mobilbet.app | 523: Origin is unreachable,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mobilbets.app,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-04-08,Mobilbets: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mobile-casino-fr.com,domain,GAMBLING,MEDIUM,Casino,172.67.175.27,,True,0ab5f121ab0d,,2026-04-09,Casino Mobile France – Meilleur Casino en Ligne sur Mobile,Casino Mobile France – Meilleur Casino en Ligne sur Mobile,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mobile-casino-france.com,domain,GAMBLING,MEDIUM,Casino,172.67.182.75,,True,0ab5f121ab0d,2082299826,2026-03-05,Casino Mobile France – Meilleur Casino en Ligne sur Mobile,"Casino mobile : comment choisir le meilleur casino en ligne sur mobile en FranceJouerLe casino mobile s’est imposé en France comme un format de jeu à part entière, et non plus comm",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
monkeyscanopytickets.com,domain,GAMBLING,MEDIUM,,104.21.10.84,,True,811e0897f489,-901676199,2026-05-29,Monkeys Canopy Resort | Best Prices & Endless Experiences,Potential site related to gambling,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
monsterwin-win.com,domain,GAMBLING,MEDIUM,Casino,172.67.216.30,,True,0ab5f121ab0d,,2026-03-30,MonsterWin Casino Deutschland ▷ 100% bis zu 500€ + 200 FS,MonsterWin Casino Deutschland ▷ 100% bis zu 500€ + 200 FS,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mrxbet-casino1.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,44079067,2026-03-04,MrXbet Casino France – bonus jusqu'a 1000€ et 50 tours gratuits a l'inscription,MrXbet Casino France – bonus jusqu'a 1000€ et 50 tours gratuits a l'inscription,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
my29casino.com,domain,GAMBLING,MEDIUM,Casino,,,False,48e2496081e1,-957971626,2026-04-03,"Online Casino Malaysia - Live Casino, Slots & Real Money MYR | MY29","Online Casino Malaysia - Live Casino, Slots & Real Money MYR | MY29Close Casino Lobby",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
neramix.app,domain,GAMBLING,MEDIUM,,104.21.89.135,,True,811e0897f489,-736095526,2026-05-07,Neramix: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nesinecasino671.com,domain,GAMBLING,MEDIUM,Cloudflare,172.67.155.207,,True,811e0897f489,,2026-06-05,Attention Required! | Cloudflare,Cloudflare-protected online casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
network-lev.org,domain,GAMBLING,MEDIUM,,,,True,811e0897f489,,2026-01-31,Just a moment...,Website under construction,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nhauplayfi.com,domain,GAMBLING,MEDIUM,,174.35.84.178,IT,False,27805446e2f6,,2025-10-21,Welcome to PlayFi,Welcome to PlayFi,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nightluck.com,domain,GAMBLING,MEDIUM,,,,True,811e0897f489,,2026-04-30,403 – Access Forbidden,403 – Access Forbidden,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nine-casino-enligne.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,-2042240611,2026-03-12,Nine Casino France – Casino en ligne moderne pour joueurs francophones,Online casino with no clear information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ninecasinofrances.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-04-09,"Nine Casino: Pack Bienvenue 5000 AU$, 150 FS",Online casino with no clear information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ninlay-casino-cz.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-29,"Ninlay Casino CZ – Bonus až 3 750 € + 250 FS, 4 000 her",Online casino with no clear information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
no-wager-casino-au.com,domain,GAMBLING,MEDIUM,Casino,104.21.55.138,,True,811e0897f489,,2026-05-22,403 Forbidden,403 Forbidden,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nodep-free-spins.com,domain,GAMBLING,MEDIUM,,172.67.139.232,,True,811e0897f489,,2026-04-01,403 Forbidden,403 Forbidden,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nodep-freespins.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,648862233,2026-04-01,No Deposit Free Spins Australia – How to Claim & Play,Play with Free Spins TodayTrustedExclusive gamesGet Free Spins on Sign-Up — No Deposit RequiredGET BONUSNo Deposit Free Spins Australia – Start Playing for FreeA casino gives you a,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nodeposit-bonus-australia.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-15,Best No Deposit Bonus Casino Australia – Free Spins No Deposit,No Deposit Bonus Casino Australia – Best Free Spins & Sign Up Offers 2026No deposit requiredInstant withdrawalsLicensed & trusted casinosFree spins on sign upGET BONUS150% ,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nodeposit-bonus-casino.com,domain,GAMBLING,MEDIUM,Casino,104.21.39.50,,True,811e0897f489,,2026-04-14,403 Forbidden,403 Forbidden,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nodepositbonus-au.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-05-22,Australia No Deposit Bonus Casino – How to Start Playing Free,Australia No Deposit Bonus Casino – How to Start Playing Free,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nominiit.com,domain,GAMBLING,MEDIUM,Nomini,,,True,0ab5f121ab0d,28631457,2026-02-06,Nomini Casino Online | Nomini Login e Registrazione Italia,Nomini Casino Online | Nomini Login e Registrazione Italia,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nominiit.net,domain,GAMBLING,MEDIUM,Nomini,,,True,0ab5f121ab0d,28631457,2026-02-06,Nomini Casino | Sito ufficiale del casinò online in Italia,Nomini Casino | Sito ufficiale del casinò online in ItaliaSappiamo dove trovare i migliori bonus150% fino a 500€ + 100 giri gratisOTTIENI BONUSNomini Casino Nomini Casino si presenta come una delle piattaforme più interessanti nel panoram,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nova-play.org,domain,GAMBLING,MEDIUM,,172.67.141.191,,True,811e0897f489,-736095526,2026-05-20,Nova-play: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nv-casino-enligne.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,,2026-03-17,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nv-casino-slot.com,domain,GAMBLING,MEDIUM,Casino,104.21.63.33,,True,0ab5f121ab0d,,2026-04-10,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
oficialcopag.com,domain,GAMBLING,MEDIUM,,188.114.96.3,,True,811e0897f489,532394133,2026-05-31,"COPAG — Baralhos, Jogos e Cartas Colecionáveis",Potential for gambling or gaming,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
onewingold.com,domain,GAMBLING,MEDIUM,,172.67.152.200,,True,811e0897f489,,2026-05-13,Onewingold: Most Popular Online Crypto Casino Based on Blockchain,The Leading Blockchain Casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
online-casino-aus-login.com,domain,GAMBLING,MEDIUM,Casino,104.21.20.98,,True,0ab5f121ab0d,,2026-03-18,ONLINE CASINO AUSTRALIA | Best Online Casinos | Online Casinos 2026,Online casino website targeting Australian players with a $100 bonus.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
online-casino-in.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,811e0897f489,,2026-04-03,Best Online Casinos & Betting Sites in India 2026 - Online Casino IN,Online casino website targeting Indian players.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
online-casino-vip.com,domain,GAMBLING,MEDIUM,Casino,172.67.138.219,,True,0ab5f121ab0d,-1736217926,2026-03-27,JokaRoom Vip Online Casino in Australia | Joka Room Vip,Online casino website targeting Australian players.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
onlinecasinorealmoney-au.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-05-22,Online Casino Real Money Australia – Easy Way to Start,Online casino website targeting Australian players with real money options.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
onlinesabongnews.com,domain,GAMBLING,MEDIUM,,,,True,811e0897f489,,2025-12-09,Online Sabong in the Philippines: Latest Status & Updates,News website for online sabong,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
orientexpress-casino.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-29,Orientexpress Casino | Bonus až £2 250 a 150 zatočení,Online casino website with a bonus offer.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
oscarspin-casino-cz.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-04-29,Oscarspin Casino bonus až 4500 € + 350 free spinů | 6000+ her a sázky,Online casino website with a bonus offer targeting Czech players.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ovolion.com,domain,GAMBLING,MEDIUM,,172.67.130.78,,True,811e0897f489,,2026-04-04,Ovolion: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ovolore.com,domain,GAMBLING,MEDIUM,,104.21.26.65,,True,811e0897f489,,2026-04-04,Ovolore: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ovonexus.com,domain,GAMBLING,MEDIUM,,104.21.4.103,,True,811e0897f489,,2026-04-04,Ovonexus: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ovospinia.com,domain,GAMBLING,MEDIUM,,188.114.97.3,,True,811e0897f489,,2026-04-15,Ovospinia: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
oyunonerileri.com,domain,GAMBLING,MEDIUM,Oyun Önerileri,194.62.54.108,TR,False,392994e028bd,,2026-06-04,Oyun Önerileri — Doğru Oyunu Bulmanın En Rafine Yolu,Website offering gambling services,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
paf-casino-cz.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-29,"Paf Casino 2026 pro české hráče: 7 000 her, bonusy a výplaty do 24 h",Online casino website targeting Czech players with a wide game selection.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
palacebet1050.com,domain,GAMBLING,MEDIUM,Palacebet,188.114.97.3,,True,811e0897f489,,2026-06-03,Attention Required! | Cloudflare,Website offering gambling services with Cloudflare protection,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
palacebet1083.com,domain,GAMBLING,MEDIUM,Palacebet,188.114.97.3,,True,811e0897f489,,2026-04-30,Attention Required! | Cloudflare,Website offering gambling services with Cloudflare protection,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pampago-casino-fr1.com,domain,GAMBLING,MEDIUM,Casino,104.21.64.61,,True,811e0897f489,,2026-02-02,Pampago Casino: Jeux en Ligne & meilleurs jeux et bonus,Online casino website targeting French players with a bonus offer.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pampago-casino1.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-01-22,Pampago Casino - Inscription et Connexion | Bonus pour Joueurs Français,Online casino website targeting French players with a bonus offer.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pampago-casino2.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-01-23,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pampago-casino3.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-02-12,Pampago Casino - Jeux casino en ligne argent reel,Online casino website targeting players with real money options.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
payid-online-casino-au.com,domain,GAMBLING,MEDIUM,Casino,104.21.11.241,,True,0ab5f121ab0d,,2026-04-15,Online Casino Australia PayID – Fast & Secure Payments,Online casino in Australia with PayID payment option,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
payid-pokies-free-bonus.com,domain,GAMBLING,MEDIUM,Casino,104.21.89.42,,True,0ab5f121ab0d,33387560,2026-05-18,Play PayID Pokies in Australia – Free Spins & Instant Cashouts,PayID pokies in Australia with free spins and instant cashouts,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pemovex.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-04-20,Pemovex Casino Games & Sports Betting | Play and Win Online,Online casino and sports betting with Pemovex,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
piggy-bank-bonanza-fr.com,domain,GAMBLING,MEDIUM,Casino,104.21.40.188,,True,811e0897f489,,2026-04-28,Piggy Bank: 3 Pots Bonanza Slot France – Bonus & Avis 2026,Piggy Bank 3 Pots Bonanza slot in France,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
piper-spincasino.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,811e0897f489,,2026-04-14,Piperspin Casino - Online Slots & Casino Games,Online slots and casino games at Piperspin,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pistolo-casino-france.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-04-09,Pistolo Casino Recension 2026 – 100% bonus jusqu’à 150€ + 50 free spins,Pistolo Casino review and bonus in France,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pistolocasino-france.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-01-22,Pistolo Casino | Bonus Exclusifs - 100% jusqu'à 500€,Pistolo Casino with exclusive bonus in France,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
play-drive.net,domain,GAMBLING,MEDIUM,,104.21.54.201,,True,811e0897f489,,2026-05-07,Play-drive: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
play-soft.net,domain,GAMBLING,MEDIUM,,188.114.97.3,,True,811e0897f489,,2026-05-07,Play-soft: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
playfi22.net,domain,GAMBLING,MEDIUM,,174.35.84.178,IT,False,27805446e2f6,,2026-01-16,Welcome to PlayFi,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
playfi61.net,domain,GAMBLING,MEDIUM,,174.35.84.178,IT,False,27805446e2f6,,2026-01-16,Welcome to PlayFi,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
playfi68.net,domain,GAMBLING,MEDIUM,,43.251.57.144,TW,False,24be2aa9d598,2063555327,2026-01-16,Welcome to PlayFi,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
playfi79.net,domain,GAMBLING,MEDIUM,,43.251.57.144,TW,False,24be2aa9d598,2063555327,2026-01-16,Welcome to PlayFi,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
playio-casino-fr.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-04-09,"Mafia Casino France : avis, bonus et sécurité",Mafia Casino France review and security,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pocketpockies-no-deposit.com,domain,GAMBLING,MEDIUM,,188.114.97.3,,True,0ab5f121ab0d,,2026-04-28,Pocket Pokies Australia – Play Mobile Pokies Online for Real Money Anytime,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pocketpockies-nodeposit.com,domain,GAMBLING,MEDIUM,,104.21.73.186,,True,0ab5f121ab0d,,2026-04-20,Pocket Pokies Australia – Play Mobile Pokies Online for Real Money Anytime,Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pocketpokies-deposit.com,domain,GAMBLING,MEDIUM,PocketPokies,104.21.88.174,,True,0ab5f121ab0d,,2026-03-18,PocketPokies Casino | Top Online Pokies & Casino Games,Online casino with deposit bonus and free spins,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
