domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
stake-play.net,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,188.114.97.3,US,200,active_content,https://stake-play.net,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Stake-play: Most Popular Online Crypto Casino Based on Blockchain,,"Stake-play is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/stake-play.net.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Stake,srv_fp:811e0897f489,"Phishing attempt for Stake users, posing as a crypto casino",AS13335
stake-world.net,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,188.114.96.3,US,200,active_content,https://stake-world.net,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Stake-world: Most Popular Online Crypto Casino Based on Blockchain,,"Stake-world is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/stake-world.net.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Stake,srv_fp:811e0897f489,"Phishing attempt for Stake users, posing as a crypto casino",AS13335
stenocaz.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-21,2027-04-21,,,188.114.96.3,US,200,active_content,https://stenocaz.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Stenocaz: Most Popular Online Crypto Casino Based on Blockchain,,"Stenocaz is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/stenocaz.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489,Phishing attempt for a crypto casino,AS13335
superbetin179.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-23,2027-05-23,,,104.21.27.145,US,403,low_content,http://superbetin179.com,cloudflare,811e0897f489,True,,eefeb1c7af59cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489,"Suspected phishing website, possibly attempting to steal cryptocurrency information",AS13335
sweetygames.net,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,172.67.152.223,US,200,active_content,https://sweetygames.net,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Sweetygames: Most Popular Online Crypto Casino Based on Blockchain,,"Sweetygames is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/sweetygames.net.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489,Phishing attempt for a crypto casino,AS13335
tangooro.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-21,2027-03-21,,,188.114.97.3,US,200,active_content,https://tangooro.com/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Tangooro: Most Popular Online Crypto Casino Based on Blockchain,,"Tangooro is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/tangooro.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
testfro2882828.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-25,2027-03-25,,,188.114.97.3,US,200,active_content,https://testfro2882828.com,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Testfro2882828: Most Popular Online Crypto Casino Based on Blockchain,,"Testfro2882828 is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/testfro2882828.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
tevrox.net,Fewmoretaps OU d/b/a Trustname.com,2026-05-27,2027-05-27,,,188.114.96.3,US,200,active_content,https://tevrox.net,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Tevrox: Most Popular Online Crypto Casino Based on Blockchain,,"Tevrox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/tevrox.net.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
topawin.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-17,2027-04-17,,,104.21.23.87,US,200,active_content,https://topawin.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Topawin: Most Popular Online Crypto Casino Based on Blockchain,Topawin - Best Online Crypto Casino,"Topawin is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","TopawinTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Topawin!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54177Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout TopawinTopawin - Best Online Crypto CasinoSince 2017, Topa",,,,,,screenshots/topawin.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489,Phishing attempt for a crypto casino,AS13335
topodamax.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,172.67.206.50,US,200,active_content,https://topodamax.com,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Topodamax: Most Popular Online Crypto Casino Based on Blockchain,,"Topodamax is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/topodamax.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
topslotsx.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-02,2027-06-02,,,188.114.97.3,US,200,active_content,https://topslotsx.icu/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Topslotsx: Most Popular Online Crypto Casino Based on Blockchain,,"Topslotsx is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/topslotsx.icu.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
tosowin.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,172.67.205.183,US,200,active_content,https://tosowin.com/,cloudflare,811e0897f489,True,-745108910,e45d09393f9a54a0,,Tosowin - A Leading Online Crypto Casino Built on Blockchain,Welcome to Tosowin,"Tosowin is a modern crypto casino powered by blockchain technology, offering fast gameplay, secure transactions, and exclusive rewards.",TosowinAbout UsFAQLog InSign UpWelcome to TosowinJoin the world’s top crypto casino and unlock an exclusive bonus from us and our partners!Create AccountOpen BonusesWelcome gifts await you!Deposit from a Bank CardTop up balance in any convenient wayVIP ClubReceive exclusive rewards and privilegesLicensed SlotsSpin top licensed slots and win jackpotsOriginal GamesPlay original and popular gamesRecent Big Winsapex....$7.67Kdansl...$2.22K9old_...$19.75Kmiraw...$2.19Kfluxz...$2.48K72rio...$2.29K2its,en,1,text:Type a message...,,,screenshots/tosowin.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489; fav:-745108910,Phishing attempt for a crypto casino,AS13335
trumproll.net,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,188.114.96.3,US,200,active_content,https://trumproll.net/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Trumproll: Most Popular Online Crypto Casino Based on Blockchain,Trumproll - Best Online Crypto Casino,"Trumproll is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","TrumprollTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Trumproll!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54784Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout TrumprollTrumproll - Best Online Crypto CasinoSince 20",,,,,,screenshots/trumproll.net.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
truwex.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-30,2027-05-30,,,172.67.205.211,US,200,active_content,https://truwex.org/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Truwex: Most Popular Online Crypto Casino Based on Blockchain,,"Truwex is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/truwex.org.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
truxlim.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,188.114.96.3,US,200,active_content,https://truxlim.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Truxlim: Elon Musk’s Official Crypto Casino Powered by Blockchain,Truxlim - The Greatest Crypto Casino Online,"Truxlim is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","TruxlimTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Truxlim!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54653Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout TruxlimTruxlim - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Truxlim leads ",,,,,,screenshots/truxlim.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489,Phishing attempt for a crypto casino,AS13335
trweu.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,,,104.21.38.166,US,200,active_content,https://trweu.com,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Trweu: Most Popular Online Crypto Casino Based on Blockchain,,"Trweu is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/trweu.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
turbojack.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-21,2027-05-21,,,172.67.134.144,US,200,active_content,https://turbojack.org,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Turbojack: Most Popular Online Crypto Casino Based on Blockchain,,"Turbojack is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/turbojack.org.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for a crypto casino,AS13335
vutereck.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-18,2027-04-18,,,188.114.96.3,US,200,active_content,https://vutereck.com,cloudflare,811e0897f489,True,1024561655,864322f7972e9edf,,"Buy & Sell Bitcoin, Ethereum | Cryptocurrency Exchange | VUTERECK",Boost Your Decisions | GROUNDBREAKING TOOLS TO INVEST IN CRYPTO | Your Trusted Crypto Exchange | Media Coverage | 5+,"The leading cryptocurrency exchange. Buy, sell, trade BTC, ETH and other altcoins. Enter the spot and futures market or make safe bets on your coins.",Trading Markets Swap Spot Margin Tournament Futures USDT Perpetuals Earn Staking Crypto Lending Buy Crypto Fiat Deposit P2P Trading Documentation User Agreement AML Policy Privacy Policy Our card Overview Boost Your Decisions GROUNDBREAKING TOOLS TO INVEST IN CRYPTO E-Mail Sign Up BTC $69209.29 -1.46% ETH $1844.96 -2.33% BNB $662.51 -1.2% SOL $72.576 -2.75% Market Overview Popular cryptocurrencies on the market VUTERECK Popular coins New coins Showing growth Showing a decline Name Last Price 24H,tr,1,,,,screenshots/vutereck.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:1024561655,Suspected Phishing for cryptocurrency exchange,AS13335
xopeu.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-17,2027-04-17,,,172.67.173.57,US,200,active_content,https://xopeu.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Xopeu: Most Popular Online Crypto Casino Based on Blockchain,,"Xopeu is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/xopeu.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489,Fake online crypto casino based on blockchain,AS13335
yeninesildenemebonusu.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,http://yeninesildenemebonusu.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:4492f7f3e69c,DDoS protection check page with potential phishing attempt,
yonewex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-16,2027-05-16,,,188.114.96.3,US,200,active_content,https://yonewex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Yonewex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Yonewex - The Greatest Crypto Casino Online,"Yonewex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","YonewexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Yonewex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54713Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout YonewexYonewex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Yonewex leads ",,,,,,screenshots/yonewex.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489,Fake Elon Musk-backed crypto casino with suspicious claims,AS13335
zenexswap.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,104.21.81.57,US,200,empty,https://zenexswap.com,cloudflare,811e0897f489,True,-803823561,f398d66e16a24fa1,,"Zenexswap — Faster, better, stronger than your average crypto exchange","Faster, better, stronger than your average crypto exchange",Experience the world's best cryptocurrency exchange. Trade and exchange digital assets securely and efficiently on our leading platform. Join us today and unlock the future of trading.,"We use cookies to improve your browsing experience on our site, provide better security and analyze site traffic. To learn more, read our Cookie Policy.OKZenexswapExchange & MoreHomeExchangeHelp CenterFiat On-RampMarketsAbout UsCreate accountLog InFaster, better, stronger than your average crypto exchangeExperience the Future of Trading: A Cryptocurrency Exchange that Prioritizes User Trust and AccessibilityCreate accountLog InSupporting outstanding investors from Silicon Valley, Wall Street and",en,,,,,screenshots/zenexswap.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-803823561,Suspected Phishing,AS13335
zenvabet.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-19,2027-04-19,,,188.114.96.3,US,200,active_content,https://zenvabet.com/,cloudflare,811e0897f489,True,-715517540,c4ff49d81f0a96a0,,Zenvabet: Donald Trump’s Leading Blockchain Crypto Casino,,"Zenvabet is Donald Trump’s blockchain-based casino, featuring provably fair games, transparent smart contracts, instant crypto payouts, and exclusive VIP benefits since 2017.",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/zenvabet.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489; fav:-715517540,Fake online crypto casino based on blockchain,AS13335
zeufax.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-18,2027-05-18,,,104.21.95.251,US,200,active_content,https://zeufax.com/,cloudflare,811e0897f489,True,-736095526,cb6f5889522d05de,,Zeufax: Most Popular Online Crypto Casino Based on Blockchain,Zeufax - Best Online Crypto Casino,"Zeufax is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoZeufaxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Zeufax!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register40979Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout ZeufaxZeufax - Best Online Cryp",,,,,,screenshots/zeufax.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Phishing attempt for crypto casino registration,AS13335
zeumex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-30,2027-05-30,,,188.114.96.3,US,200,active_content,https://zeumex.com/,cloudflare,811e0897f489,True,,cb6f5889526d155e,,Zeumex: Most Popular Online Crypto Casino Based on Blockchain,Zeumex - Best Online Crypto Casino,"Zeumex is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoZeumexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Zeumex!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register37851Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout ZeumexZeumex - Best Online Cryp",,,,,,screenshots/zeumex.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,Casino,srv_fp:811e0897f489,Phishing attempt for crypto casino registration,AS13335
zokups.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,172.67.140.140,US,200,active_content,https://zokups.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Zokups: Elon Musk’s Official Crypto Casino Powered by Blockchain,,"Zokups is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!",Register Nowand claim your free rewardEmailPasswordRepeat passwordPromo Code (Optional)I agree to the User Agreement & confirm I am at least 18 years oldREGISTERAlready Have an Account?Log InThe Leading Blockchain Casino,,,,,,screenshots/zokups.com.jpg,0,,,0,PHISHING_CRYPTO,3,HIGH,,srv_fp:811e0897f489,Fake online crypto casino powered by blockchain,AS13335
0exallieviagraria.org,Fewmoretaps OU d/b/a Trustname.com,2025-07-29,2026-07-29,,,,,403,redirect_external,https://buyedtabs.com/?promo=pop&campaign=exallieviagrariaorg,cloudflare,811e0897f489,True,,c2af9491a044d894,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Potential phishing attempt for online pharmacy services,
1511bet10.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,104.21.33.164,US,403,low_content,https://1511bet10.com,cloudflare,811e0897f489,True,,ecfeb9c6ae51cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected phishing website,AS13335
1821bet10.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-09,2027-03-09,,,188.114.96.3,US,403,low_content,https://1821bet10.com,cloudflare,811e0897f489,True,0,ecfebbc4af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected phishing website,AS13335
1rbc-sapt.com,Fewmoretaps OU d/b/a Trustname.com,2026-02-21,2027-02-21,,,188.114.96.3,US,403,low_content,https://1rbc-sapt.com,cloudflare,811e0897f489,True,-790636225,acfeb9c4af59cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489; fav:-790636225,Suspected phishing website,AS13335
500mg-metronidazole-flagyl.info,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,,,,,403,empty,https://buygenerics.com/?promo=pop&campaign=mgmetronidazoleflagylinfo,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Website is a phishing site for online pharmacy purchases.,
500mg-metronidazoleflagyl.info,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,,,,,403,empty,https://buygenerics.com/?promo=pop&campaign=mgmetronidazoleflagylinfo,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Website is a phishing site for online pharmacy purchases.,
9944casibom.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-26,2027-05-26,,,188.114.96.3,US,403,low_content,https://9944casibom.com,cloudflare,811e0897f489,True,,aeb3b0c52f6d8e09,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Website reported for potential phishing.,AS13335
abcinvestmgt.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,185.151.30.133,GB,200,active_content,https://abcinvestmgt.com/,Apache,310865488d64,False,-820779486,db2c99dd272095ad,,Abcinvestmgt Your Partner in Financial and Stock Investment Success,,,,,,,,,screenshots/abcinvestmgt.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:310865488d64; fav:-820779486,Potential phishing website related to finance.,
aeroworldflight.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-20,2027-05-20,booking@aeroworldflight.com,,89.117.51.233,DE,200,active_with_forms,https://aeroworldflight.com,Apache,310865488d64,False,,c3b76aac1c2195ee,,Search Flights - aero world flight,Search flights,,Search flights Find and book flights to destinations worldwide Round trip One way From Select departure city Accra (ACC) Amsterdam (AMS) Athens (ATH) Atlanta (ATL) Bangkok (BKK) Barcelona (BCN) Beijing (PEK) Bogotá (BOG) Brussels (BRU) Budapest (BUD) Buenos Aires (EZE) Cairo (CAI) Chicago (ORD) Copenhagen (CPH) Dallas (DFW) Dubai (DXB) Dublin (DUB) Frankfurt (FRA) Havana (POH) Helsinki (HEL) Hong Kong (HKG) Istanbul (IST) Johannesburg (JNB) kabul (KIE) Kuala Lumpur (KUL) Lagos (LOS) Lima (LIM) L,en,1,"radio:trip_type, radio:trip_type, select-one:origin, select-one:destination, date:departure_date, date:return_date, select-one:passengers, select-one:class",,,screenshots/aeroworldflight.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:310865488d64,Suspicious flight search website,
ajudandoumacausa.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,142.251.151.119,US,200,active_content,https://ajudandoumacausa.com,Apache/2.4.58 (Win64) OpenSSL/3.1.3 PHP/8.0.30,7eccdaf84dcf,False,,6b8d95f207239f8d,,Bradesco,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:7eccdaf84dcf,Suspicious Bradesco website,
alphaglobalt.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-28,2027-05-28,,,,,200,active_content,http://alphaglobalt.com,LiteSpeed,4492f7f3e69c,False,-1816383458,b7e59f915de9a5fc,,"Alphaglobalt | CFD Trading — Trading on Stocks, Gold, Oil, Indices","Trade Global Markets
With Confidence","CFD Trading with Alphaglobalt. Trading on Stocks, Gold, Oil, Indices with ultra-fast execution & spreads from 0.0 pips. News, articles and training materials for experienced and novice traders.","Skip to main content Innovative Trading Platform Trade Global Markets With Confidence Access advanced trading tools for Forex, Cryptocurrencies, Commodities, Indices, and more with competitive spreads and lightning-fast execution. Create Account Login LIVE 03:21:43 PM Open 1D 1W 1M 1Y BTC/USD $61,429.00 -1.37% Real-time data • • Updated Why Trade With Us Everything you need for successful trading Trading Tools Plan your trades effectively with our wide range of free professional trading tools Tr",en,,,,,screenshots/alphaglobalt.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4492f7f3e69c; fav:-1816383458,Potential phishing attempt for financial services,
applyuaeperkscard.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,104.21.23.64,US,403,low_content,https://applyuaeperkscard.com,cloudflare,811e0897f489,True,,6efeb9c6ae69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing website,AS13335
applyuaepromo.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-20,2027-05-20,,,104.21.1.217,US,403,low_content,https://applyuaepromo.com,cloudflare,811e0897f489,True,,aefeb1c6af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing website,AS13335
